id,deal_id,due_date,amount,payment_type,is_paid
324,54,2023-04-07,269655.32,booking,False
325,54,2024-01-02,171404.17,installment,False
326,54,2024-04-01,171517.01,installment,False
327,54,2024-06-30,180060.85,installment,False
328,54,2024-09-28,186986.08,installment,False
329,54,2025-03-27,202268.48,handover,False
330,55,2023-03-19,122411.48,booking,False
331,55,2023-12-14,125227.44,installment,False
332,55,2024-03-13,169744.28,installment,False
333,55,2024-06-11,147494.59,installment,False
334,55,2024-09-09,155295.03,installment,False
335,55,2025-03-08,259158.53,handover,False
336,56,2023-02-04,271642.55,booking,False
337,56,2023-11-01,183500.8,installment,False
338,56,2024-01-30,100699.27,installment,False
339,56,2024-04-29,106337.44,installment,False
340,56,2024-07-28,64097.29,installment,False
341,56,2025-01-24,215656.03,handover,False
342,57,2023-04-05,191839.92,booking,False
343,57,2023-12-31,55391.34,installment,False
344,57,2024-03-30,119839.7,installment,False
345,57,2024-06-28,131396.7,installment,False
346,57,2024-09-26,92981.19,installment,False
347,57,2025-03-25,218166.65,handover,False
348,58,2023-09-21,312881.3,booking,False
349,58,2024-06-17,54575.04,installment,False
350,58,2024-09-15,55602.23,installment,False
351,58,2024-12-14,173390.08,installment,False
352,58,2025-03-14,104028.6,installment,False
353,58,2025-09-10,125412.1,handover,False
354,59,2022-08-22,61968.88,booking,False
355,59,2023-05-19,128336.49,installment,False
356,59,2023-08-17,165499.03,installment,False
357,59,2023-11-15,82373.15,installment,False
358,59,2024-02-13,143433.57,installment,False
359,59,2024-08-11,117069.49,handover,False
360,60,2023-02-19,130482.53,booking,False
361,60,2023-11-16,57752.26,installment,False
362,60,2024-02-14,129703.19,installment,False
363,60,2024-05-14,131095.27,installment,False
364,60,2024-08-12,145614.49,installment,False
365,60,2025-02-08,245218.27,handover,False
366,61,2022-12-13,100614.43,booking,False
367,61,2023-09-09,196377.81,installment,False
368,61,2023-12-08,127445.05,installment,False
369,61,2024-03-07,98443.47,installment,False
370,61,2024-06-05,169277.93,installment,False
371,61,2024-12-02,154166.45,handover,False
372,62,2022-10-11,114354.25,booking,False
373,62,2023-07-08,115845.71,installment,False
374,62,2023-10-06,61768.46,installment,False
375,62,2024-01-04,53802.61,installment,False
376,62,2024-04-03,194397.26,installment,False
377,62,2024-09-30,267196.02,handover,False
378,63,2022-10-30,498894.95,booking,False
379,63,2023-07-27,154396.13,installment,False
380,63,2023-10-25,111342.94,installment,False
381,63,2024-01-23,75994.15,installment,False
382,63,2024-04-22,73465.56,installment,False
383,63,2024-10-19,150048.58,handover,False
384,64,2024-04-12,506952.13,booking,False
385,64,2025-01-07,132384.0,installment,False
386,64,2025-04-07,157189.39,installment,False
387,64,2025-07-06,149029.61,installment,False
388,64,2025-10-04,91990.08,installment,False
389,64,2026-04-02,290973.06,handover,False
390,65,2023-06-06,201830.42,booking,False
391,65,2024-03-02,160684.54,installment,False
392,65,2024-05-31,133153.11,installment,False
393,65,2024-08-29,141758.11,installment,False
394,65,2024-11-27,112940.01,installment,False
395,65,2025-05-26,149546.2,handover,False
396,66,2024-03-11,214225.47,booking,False
397,66,2024-12-06,103395.9,installment,False
398,66,2025-03-06,163676.92,installment,False
399,66,2025-06-04,52159.02,installment,False
400,66,2025-09-02,67410.9,installment,False
401,66,2026-03-01,109200.53,handover,False
402,67,2022-08-08,103889.5,booking,False
403,67,2023-05-05,56109.32,installment,False
404,67,2023-08-03,178319.09,installment,False
405,67,2023-11-01,155548.68,installment,False
406,67,2024-01-30,121126.07,installment,False
407,67,2024-07-28,119566.83,handover,False
408,68,2022-11-01,387140.44,booking,False
409,68,2023-07-29,123742.38,installment,False
410,68,2023-10-27,121020.77,installment,False
411,68,2024-01-25,75980.28,installment,False
412,68,2024-04-24,115077.75,installment,False
413,68,2024-10-21,179700.95,handover,False
414,69,2022-03-24,219448.28,booking,False
415,69,2022-12-19,142377.51,installment,False
416,69,2023-03-19,145264.05,installment,False
417,69,2023-06-17,56795.6,installment,False
418,69,2023-09-15,106191.89,installment,False
419,69,2024-03-13,225171.98,handover,False
420,70,2021-07-21,526452.51,booking,False
421,70,2022-04-17,125470.44,installment,False
422,70,2022-07-16,178473.48,installment,False
423,70,2022-10-14,148804.04,installment,False
424,70,2023-01-12,74440.16,installment,False
425,70,2023-07-11,114113.75,handover,False
426,71,2021-11-04,598349.1,booking,False
427,71,2022-08-01,146362.89,installment,False
428,71,2022-10-30,53976.7,installment,False
429,71,2023-01-28,137866.34,installment,False
430,71,2023-04-28,191034.54,installment,False
431,71,2023-10-25,215094.84,handover,False
432,72,2024-01-10,47090.43,booking,False
433,72,2024-10-06,108225.49,installment,False
434,72,2025-01-04,146493.23,installment,False
435,72,2025-04-04,118737.93,installment,False
436,72,2025-07-03,131842.52,installment,False
437,72,2025-12-30,288292.96,handover,False
438,73,2022-06-23,227460.69,booking,False
439,73,2023-03-20,107915.4,installment,False
440,73,2023-06-18,194178.58,installment,False
441,73,2023-09-16,185802.6,installment,False
442,73,2023-12-15,79368.67,installment,False
443,73,2024-06-12,113872.26,handover,False
444,74,2023-05-06,17647.32,booking,False
445,74,2024-01-31,65116.7,installment,False
446,74,2024-04-30,52733.27,installment,False
447,74,2024-07-29,64166.44,installment,False
448,74,2024-10-27,152451.02,installment,False
449,74,2025-04-25,114237.73,handover,False
450,75,2021-12-18,260529.19,booking,False
451,75,2022-09-14,97846.34,installment,False
452,75,2022-12-13,176731.3,installment,False
453,75,2023-03-13,53490.79,installment,False
454,75,2023-06-11,172170.27,installment,False
455,75,2023-12-08,156370.95,handover,False
456,76,2022-07-13,2321621.54,booking,False
457,76,2023-04-09,67724.72,installment,False
458,76,2023-07-08,154510.57,installment,False
459,76,2023-10-06,144341.43,installment,False
460,76,2024-01-04,181620.8,installment,False
461,76,2024-07-02,247014.21,handover,False
462,77,2023-04-05,57940.37,booking,False
463,77,2023-12-31,170522.14,installment,False
464,77,2024-03-30,92305.19,installment,False
465,77,2024-06-28,76615.93,installment,False
466,77,2024-09-26,162592.21,installment,False
467,77,2025-03-25,261366.95,handover,False
468,78,2023-01-08,97287.25,booking,False
469,78,2023-10-05,198575.77,installment,False
470,78,2024-01-03,111892.65,installment,False
471,78,2024-04-02,105802.71,installment,False
472,78,2024-07-01,166461.94,installment,False
473,78,2024-12-28,168160.71,handover,False
474,79,2021-10-26,88516.51,booking,False
475,79,2022-07-23,189613.6,installment,False
476,79,2022-10-21,178761.91,installment,False
477,79,2023-01-19,114349.1,installment,False
478,79,2023-04-19,162630.66,installment,False
479,79,2023-10-16,250908.57,handover,False
480,80,2022-05-11,114340.23,booking,False
481,80,2023-02-05,65468.58,installment,False
482,80,2023-05-06,185382.94,installment,False
483,80,2023-08-04,125787.86,installment,False
484,80,2023-11-02,173968.62,installment,False
485,80,2024-04-30,164009.92,handover,False
486,81,2022-12-11,1360235.65,booking,False
487,81,2023-09-07,184328.48,installment,False
488,81,2023-12-06,108380.25,installment,False
489,81,2024-03-05,51625.65,installment,False
490,81,2024-06-03,185807.3,installment,False
491,81,2024-11-30,118257.34,handover,False
492,82,2022-01-29,53362.2,booking,False
493,82,2022-10-26,97897.05,installment,False
494,82,2023-01-24,192509.3,installment,False
495,82,2023-04-24,192591.07,installment,False
496,82,2023-07-23,136015.68,installment,False
497,82,2024-01-19,226367.44,handover,False
498,83,2023-07-27,97672.83,booking,False
499,83,2024-04-22,117266.83,installment,False
500,83,2024-07-21,93981.62,installment,False
501,83,2024-10-19,99299.68,installment,False
502,83,2025-01-17,150877.77,installment,False
503,83,2025-07-16,250474.91,handover,False
504,84,2023-01-13,108155.03,booking,False
505,84,2023-10-10,168736.86,installment,False
506,84,2024-01-08,168442.72,installment,False
507,84,2024-04-07,63680.92,installment,False
508,84,2024-07-06,124163.05,installment,False
509,84,2025-01-02,111511.75,handover,False
510,85,2021-07-10,765416.84,booking,False
511,85,2022-04-06,132429.33,installment,False
512,85,2022-07-05,116229.58,installment,False
513,85,2022-10-03,183155.63,installment,False
514,85,2023-01-01,102637.25,installment,False
515,85,2023-06-30,123413.4,handover,False
516,86,2023-06-06,156672.01,booking,False
517,86,2024-03-02,71448.75,installment,False
518,86,2024-05-31,164226.59,installment,False
519,86,2024-08-29,142732.71,installment,False
520,86,2024-11-27,65168.4,installment,False
521,86,2025-05-26,116821.36,handover,False
522,87,2021-07-29,240486.29,booking,False
523,87,2022-04-25,155145.37,installment,False
524,87,2022-07-24,60914.45,installment,False
525,87,2022-10-22,173279.01,installment,False
526,87,2023-01-20,155936.33,installment,False
527,87,2023-07-19,116269.76,handover,False
528,88,2022-07-16,297734.43,booking,False
529,88,2023-04-12,62725.66,installment,False
530,88,2023-07-11,197995.94,installment,False
531,88,2023-10-09,106140.62,installment,False
532,88,2024-01-07,105596.32,installment,False
533,88,2024-07-05,262559.91,handover,False
534,89,2022-03-12,45984.12,booking,False
535,89,2022-12-07,192087.29,installment,False
536,89,2023-03-07,197900.16,installment,False
537,89,2023-06-05,163006.73,installment,False
538,89,2023-09-03,106438.94,installment,False
539,89,2024-03-01,116700.14,handover,False
540,90,2022-03-13,26064.39,booking,False
541,90,2022-12-08,166572.04,installment,False
542,90,2023-03-08,133760.64,installment,False
543,90,2023-06-06,113633.3,installment,False
544,90,2023-09-04,185953.16,installment,False
545,90,2024-03-02,122239.5,handover,False
546,91,2022-09-28,154465.28,booking,False
547,91,2023-06-25,123893.77,installment,False
548,91,2023-09-23,51703.05,installment,False
549,91,2023-12-22,120299.1,installment,False
550,91,2024-03-21,58445.49,installment,False
551,91,2024-09-17,123763.58,handover,False
552,92,2022-11-19,108661.54,booking,False
553,92,2023-08-16,67628.94,installment,False
554,92,2023-11-14,147381.55,installment,False
555,92,2024-02-12,161906.73,installment,False
556,92,2024-05-12,137505.31,installment,False
557,92,2024-11-08,292434.51,handover,False
558,93,2024-01-06,292317.95,booking,False
559,93,2024-10-02,106230.59,installment,False
560,93,2024-12-31,92856.81,installment,False
561,93,2025-03-31,180289.87,installment,False
562,93,2025-06-29,83539.38,installment,False
563,93,2025-12-26,292644.51,handover,False
564,94,2022-11-18,138333.56,booking,False
565,94,2023-08-15,51823.17,installment,False
566,94,2023-11-13,195481.82,installment,False
567,94,2024-02-11,56473.99,installment,False
568,94,2024-05-11,183671.47,installment,False
569,94,2024-11-07,205540.22,handover,False
570,95,2022-11-08,169034.29,booking,False
571,95,2023-08-05,198944.72,installment,False
572,95,2023-11-03,61069.48,installment,False
573,95,2024-02-01,133078.14,installment,False
574,95,2024-05-01,195395.38,installment,False
575,95,2024-10-28,204619.57,handover,False
576,96,2022-12-26,399119.15,booking,False
577,96,2023-09-22,144409.8,installment,False
578,96,2023-12-21,154362.3,installment,False
579,96,2024-03-20,118181.16,installment,False
580,96,2024-06-18,144133.71,installment,False
581,96,2024-12-15,216862.86,handover,False
582,97,2023-01-01,192976.85,booking,False
583,97,2023-09-28,185173.7,installment,False
584,97,2023-12-27,56816.96,installment,False
585,97,2024-03-26,92144.48,installment,False
586,97,2024-06-24,192561.72,installment,False
587,97,2024-12-21,278052.76,handover,False
588,98,2022-09-16,612977.84,booking,False
589,98,2023-06-13,118348.51,installment,False
590,98,2023-09-11,143019.89,installment,False
591,98,2023-12-10,91607.18,installment,False
592,98,2024-03-09,78218.17,installment,False
593,98,2024-09-05,192739.68,handover,False
594,99,2023-01-13,693543.21,booking,False
595,99,2023-10-10,103002.83,installment,False
596,99,2024-01-08,137548.42,installment,False
597,99,2024-04-07,61660.2,installment,False
598,99,2024-07-06,196159.22,installment,False
599,99,2025-01-02,297242.15,handover,False
600,100,2023-06-16,142753.96,booking,False
601,100,2024-03-12,154724.26,installment,False
602,100,2024-06-10,130414.45,installment,False
603,100,2024-09-08,96429.14,installment,False
604,100,2024-12-07,172069.25,installment,False
605,100,2025-06-05,236946.23,handover,False
606,101,2022-05-25,92628.02,booking,False
607,101,2023-02-19,74392.54,installment,False
608,101,2023-05-20,186639.08,installment,False
609,101,2023-08-18,173380.59,installment,False
610,101,2023-11-16,192469.99,installment,False
611,101,2024-05-14,245143.9,handover,False
612,102,2024-05-27,165964.36,booking,False
613,102,2025-02-21,142012.28,installment,False
614,102,2025-05-22,112736.46,installment,False
615,102,2025-08-20,189909.27,installment,False
616,102,2025-11-18,179909.58,installment,False
617,102,2026-05-17,109043.73,handover,False
618,103,2023-07-27,49922.14,booking,False
619,103,2024-04-22,53955.05,installment,False
620,103,2024-07-21,106469.51,installment,False
621,103,2024-10-19,171583.0,installment,False
622,103,2025-01-17,198091.42,installment,False
623,103,2025-07-16,130083.38,handover,False
624,104,2022-12-21,1767.72,booking,False
625,104,2023-09-17,139119.61,installment,False
626,104,2023-12-16,107133.63,installment,False
627,104,2024-03-15,195487.16,installment,False
628,104,2024-06-13,176317.84,installment,False
629,104,2024-12-10,267665.74,handover,False
630,105,2022-11-10,340838.48,booking,False
631,105,2023-08-07,120303.97,installment,False
632,105,2023-11-05,112222.93,installment,False
633,105,2024-02-03,91011.06,installment,False
634,105,2024-05-03,58456.32,installment,False
635,105,2024-10-30,272944.48,handover,False
636,106,2023-02-25,299509.93,booking,False
637,106,2023-11-22,171935.15,installment,False
638,106,2024-02-20,199957.65,installment,False
639,106,2024-05-20,199495.53,installment,False
640,106,2024-08-18,133314.76,installment,False
641,106,2025-02-14,253797.48,handover,False
642,107,2023-06-21,342440.63,booking,False
643,107,2024-03-17,191714.86,installment,False
644,107,2024-06-15,177447.11,installment,False
645,107,2024-09-13,87102.22,installment,False
646,107,2024-12-12,117581.62,installment,False
647,107,2025-06-10,125831.88,handover,False
648,108,2024-03-03,132063.95,booking,False
649,108,2024-11-28,193107.65,installment,False
650,108,2025-02-26,140926.2,installment,False
651,108,2025-05-27,84296.42,installment,False
652,108,2025-08-25,150755.1,installment,False
653,108,2026-02-21,223625.65,handover,False
654,109,2022-03-02,172444.93,booking,False
655,109,2022-11-27,103724.41,installment,False
656,109,2023-02-25,67033.64,installment,False
657,109,2023-05-26,150735.98,installment,False
658,109,2023-08-24,128046.16,installment,False
659,109,2024-02-20,254463.68,handover,False
660,110,2022-02-20,277827.09,booking,False
661,110,2022-11-17,128024.53,installment,False
662,110,2023-02-15,177827.23,installment,False
663,110,2023-05-16,132786.03,installment,False
